Card_Name,Bank_Name,Annual_Fee,Joining_Fee,Reward_Rate,Lounge_Access,Forex_Markup,Minimum_Income_LPA,Reward_Value_Per_Point_INR,Spend_Based_Fee_Waiver,Milestone_Rewards,Third_Party_Tieups,Reward_Description,Bank,Reward_Description_Clean,Annual_Fee_INR,Joining_Fee_INR,Min_Income_LPA,Spend_Based_Fee_Waiver_INR,Reward_Points,Reward_Spend_Required,Reward_Rate_Per_Rupee,Reward_Cashback_Percent,Milestone_Reward_Value,Lounge_Domestic,Lounge_International,International_Usage,Reward_Type,is_amazon_corp_partner,is_bookmyshow_corp_partner,is_cleartrip_corp_partner,is_flipkart_corp_partner,is_makemytrip_corp_partner,is_reliance_corp_partner,is_swiggy_corp_partner,is_tata_corp_partner,is_zomato_corp_partner,Merchant_Partner_Count,Milestone_Reward,ERV,Annual_Reward_Value_Estimate,Experiential_Benefits,Net_Fee,Net_Annual_Value,Effective_Reward_Rate_Index,Net_Value_Index,Travel_Benefit_Index,Lifestyle_Benefit_Index,Fee_to_Value_Ratio,Annual_Fee_INR_scaled,Joining_Fee_INR_scaled,Min_Income_LPA_scaled,Reward_Rate_Per_Rupee_scaled,Reward_Value_Per_Point_INR_scaled,ERV_scaled,Annual_Reward_Value_Estimate_scaled,Net_Annual_Value_scaled,Travel_Benefit_Index_scaled,Lifestyle_Benefit_Index_scaled,Effective_Reward_Rate_Index_scaled,Net_Value_Index_scaled,Fee_to_Value_Ratio_scaled,Forex_Markup_scaled,Card_Segment_Cluster,Card_Segment_Hierarchy,Card_Segment
HDFC Business Regalia Credit Card,HDFC,2500,2500,4.0,12.0,2.0,10.0,0.5,300000,2500,Business travel hotel,4 reward points per Rs.150. 12 airport lounge visits. Designed for business owners. GST input tax credit on fees. Travel benefits.,HDFC,4 reward points per Rs.150. 12 airport lounge visits. Designed for business owners. GST input tax credit on fees. Travel benefits.,2500.0,2500.0,10.0,300000.0,4.0,150.0,0.02666666666666667,400.0,2500.0,12.0,0.0,1,travel,0,0,0,0,0,0,0,0,0,0,2500.0,0.013333333333333334,5800.000000000001,16800.0,0.0,25100.0,133.33333333333334,0.06275,14.0,0,0.099601593625498,-0.08883776440464998,-0.08223077402200563,0.21761586303978897,-0.46268648581682664,0.2684551037899132,-0.44208564949845675,-0.4403495262554625,-0.5329693738695446,-0.4491105771100027,-0.49794729611604754,-0.4420856494984567,-0.5329693738695446,-0.09915928791802175,-0.9171797131934107,0,1,Entry_Level
SBI Prime Credit Card,SBI,2999,2999,10.0,8.0,3.5,6.0,0.25,300000,5000,Trident Bata Hush Puppies BookMyShow,"10 reward points per Rs.100 on dining, grocery, departmental stores, movies. 2X on all others. 8 lounge visits. Milestone bonus at 3L and 4L.",SBI,"10 reward points per Rs.100 on dining, grocery, departmental stores, movies. 2X on all others. 8 lounge visits. Milestone bonus at 3L and 4L.",2999.0,2999.0,6.0,300000.0,10.0,100.0,0.1,1000.0,5000.0,8.0,0.0,0,dining,0,1,0,0,0,0,0,0,0,1,5000.0,0.025,10600.0,12400.0,0.0,28000.0,250.0,0.07,8.0,1,0.10710714285714286,-0.02839659221516081,-0.021846108507058107,-0.15310343600085366,-0.4349088380401504,-0.5926273045928272,-0.427884599443866,-0.42639818819187,-0.5305261693489284,-0.45696516726207087,0.5827042826889919,-0.4278845994438659,-0.5305261693489285,-0.09910846794898927,0.5998851097102851,0,1,Entry_Level
SBI Aurum Credit Card,SBI,9999,9999,8.0,2000.0,1.99,18.0,0.5,1000000,20000,Taj ITC Marriott Amazon Swiggy,Unlimited airport lounge access. 8X reward points on all spends. Complimentary golf. Concierge. Milestone vouchers at 10L spend. Super premium SBI card.,SBI,Unlimited airport lounge access. 8X reward points on all spends. Complimentary golf. Concierge. Milestone vouchers at 10L spend. Super premium SBI card.,9999.0,9999.0,18.0,1000000.0,,,8.0,800.0,20000.0,2000.0,0.0,1,general,1,0,0,0,0,0,1,0,0,2,20000.0,4.0,1600000.0,2802400.0,9999.0,4412401.0,40000.0,11.0310025,2002.0,2,0.002266113166051771,0.8194755627476131,0.8252333676545304,0.9590544611210743,2.5575013997199685,0.2684551037899132,4.410616026298842,4.193238628115197,3.1632629145800286,2.1533769599419195,1.6633558614940314,4.410616026298842,3.1632629145800286,-0.09981834509692304,-0.9272934786794353,1,0,Premium
SBI Card PULSE,SBI,1999,1999,5.0,4.0,3.5,4.0,0.25,200000,0,Cult.fit Practo PharmEasy,"10 reward points on Cult.fit, Practo, Netmeds. 2X on other health and wellness spends. 4 lounge visits. Complimentary Practo Care subscription.",SBI,"10 reward points on Cult.fit, Practo, Netmeds. 2X on other health and wellness spends. 4 lounge visits. Complimentary Practo Care subscription.",1999.0,1999.0,4.0,200000.0,,,5.0,500.0,2.0,4.0,0.0,0,general,0,0,0,0,0,0,0,0,0,0,2.0,1.25,500000.0,5600.0,0.0,505602.0,12500.0,1.264005,4.0,0,0.003953702714783565,-0.14952118578127138,-0.14285746224442789,-0.338463085521175,1.4211430815832145,-0.5926273045928272,1.063225656288164,0.9960569885419157,-0.12815397436433695,-0.462201560696783,-0.49794729611604754,1.0632256562881635,-0.128153974364337,-0.09980691845165576,0.5998851097102851,0,1,Entry_Level
IRCTC SBI Platinum Credit Card,SBI,1499,500,10.0,0.0,3.5,2.0,0.25,0,0,IRCTC,10% value back on IRCTC bookings via points. 1 reward point per Rs.125. Fuel surcharge waiver. Best card for Indian Railways bookings.,SBI,10% value back on IRCTC bookings via points. 1 reward point per Rs.125. Fuel surcharge waiver. Best card for Indian Railways bookings.,1499.0,500.0,2.0,0.0,1.0,125.0,0.008,1000.0,0.0,0.0,0.0,0,general,0,0,0,0,0,0,0,0,0,0,0.0,0.002,800.0,0.0,1499.0,-699.0,20.0,-0.0017475,0.0,0,1499.0,-0.21008348256432666,-0.3242534814967452,-0.5238227350414963,-0.4697571597963442,-0.5926273045928272,-0.4558809552657735,-0.4548821700717047,-0.5547046267755363,-0.4674379541314951,-0.49794729611604754,-0.45588095526577344,-0.5547046267755363,10.04987437755297,0.5998851097102851,0,1,Entry_Level
Axis Bank Reserve Credit Card,Axis,50000,50000,15.0,2004.0,1.5,60.0,0.2,3500000,50000,Oberoi Taj Ritz Carlton AMEX,Unlimited global lounge access. 15 EDGE points per Rs.200. Priority Pass Prestige. Golf worldwide. Concierge 24x7. Ultra-premium invite-only card.,Axis,Unlimited global lounge access. 15 EDGE points per Rs.200. Priority Pass Prestige. Golf worldwide. Concierge 24x7. Ultra-premium invite-only card.,50000.0,50000.0,60.0,3500000.0,,,15.0,1500.0,50000.0,2000.0,4.0,1,general,0,0,0,0,0,0,0,0,0,0,50000.0,3.0,1200000.0,2809200.0,50000.0,4009200.0,30000.0,10.023,2010.0,0,0.0124713159732615,5.664580429985602,5.665808528503059,4.851607101047821,5.209004142039061,-0.7648437862693753,3.1933831644767774,3.0306271228158224,2.8235723952983207,2.163849746811344,-0.49794729611604754,3.1933831644767774,2.8235723952983207,-0.09974924581123104,-1.4228679874946426,2,2,Super_Premium
Axis Bank Privilege Credit Card,Axis,1500,1500,2.0,6.0,3.5,4.0,0.2,200000,0,MakeMyTrip Dining Lifestyle,"2 EDGE Reward points per Rs.100. 6 airport lounge visits. 10X on travel, utility, insurance. Fee waived at 2L annual spend.",Axis,"2 EDGE Reward points per Rs.100. 6 airport lounge visits. 10X on travel, utility, insurance. Fee waived at 2L annual spend.",1500.0,1500.0,4.0,200000.0,,,2.0,200.0,2.0,6.0,0.0,0,travel,0,0,0,0,1,0,0,0,0,1,2.0,0.4,174000.0,9600.0,0.0,183602.0,4000.0,0.459005,7.0,0,0.008169845644382959,-0.20996235797076054,-0.20324212775937542,-0.338463085521175,0.2847847634464604,-0.7648437862693753,0.028577723739408457,0.04852861172292479,-0.3994339245844752,-0.4582742656207489,-0.49794729611604754,0.028577723739408416,-0.3994339245844752,-0.09977837100675786,0.5998851097102851,0,1,Entry_Level
Axis Bank Airtel Credit Card,Axis,500,500,25.0,4.0,3.5,2.5,1.0,200000,0,Airtel Swiggy Zomato,25% cashback on Airtel app recharges & bill payments. 10% on Swiggy & Zomato. 1% unlimited on all others. 4 lounge visits/year.,Axis,25% cashback on Airtel app recharges & bill payments. 10% on Swiggy & Zomato. 1% unlimited on all others. 4 lounge visits/year.,500.0,500.0,2.5,200000.0,25.0,100.0,0.25,25.0,0.0,4.0,0.0,0,dining,0,0,0,0,0,0,1,0,1,2,0.0,0.25,106000.0,8000.0,0.0,114000.0,2500.0,0.285,4.0,2,0.0043859649122807015,-0.3310869515368711,-0.3242534814967452,-0.47748282266141595,-0.37809092213331275,1.9906199205553938,-0.15400720553390132,-0.149115344177969,-0.4580725180478977,-0.462201560696783,1.6633558614940314,-0.15400720553390132,-0.4580725180478978,-0.09980399161035305,0.5998851097102851,3,3,Mid_Tier
Axis Bank Atlas Credit Card,Axis,5000,5000,5.0,2000.0,2.0,12.0,0.2,750000,10000,MakeMyTrip Flight Hotels,5X EDGE Miles on travel spends. Unlimited airport lounge access. Miles redeemable for flights and hotels. Best Axis travel card.,Axis,5X EDGE Miles on travel spends. Unlimited airport lounge access. Miles redeemable for flights and hotels. Best Axis travel card.,5000.0,5000.0,12.0,750000.0,,,5.0,500.0,10000.0,2000.0,0.0,1,travel,0,0,0,0,1,0,0,0,0,1,10000.0,1.0,435000.0,2801200.0,5000.0,3241200.0,10000.0,8.103,2003.0,0,0.0015426385289398989,0.21397371951062644,0.22029761032141884,0.40297551256011027,1.4211430815832145,-0.7648437862693753,0.7589174408326476,0.8071326189307672,2.1765444394937674,2.1546860583005976,-0.49794729611604754,0.7589174408326473,2.1765444394937674,-0.0998232437335876,-0.9171797131934107,1,0,Premium
ICICI Bank Emeralde Private Metal Credit Card,ICICI,12000,12000,6.0,2004.0,1.5,25.0,0.25,1500000,20000,Taj ITC Oberoi Priority Pass,Unlimited Priority Pass lounge access. 6 reward points per Rs.100. 1.5% forex. Golf privileges. Premium hotel & dining benefits. Metal card.,ICICI,Unlimited Priority Pass lounge access. 6 reward points per Rs.100. 1.5% forex. Golf privileges. Premium hotel & dining benefits. Metal card.,12000.0,12000.0,25.0,1500000.0,6.0,100.0,0.06,600.0,20000.0,2000.0,4.0,1,travel,0,0,0,0,0,0,0,0,0,0,20000.0,0.015,6525.0,2809200.0,12000.0,2823725.0,150.0,7.0593125,2010.0,0,0.0042497056193503266,1.0618458744734005,1.0673770864830072,1.607813234442199,-0.4500602822819738,-0.5926273045928272,-0.4400569280620866,-0.43824229290210737,1.8248282990647233,2.163849746811344,-0.49794729611604754,-0.44005692806208657,1.824828299064723,-0.09980491422012261,-1.4228679874946426,1,0,Premium
ICICI Bank Platinum Credit Card,ICICI,0,0,2.0,0.0,3.5,2.0,0.25,0,0,Dining,Lifetime free. 2 reward points per Rs.100. Fuel surcharge waiver up to Rs.100/month. Easy first card for salaried individuals.,ICICI,Lifetime free. 2 reward points per Rs.100. Fuel surcharge waiver up to Rs.100/month. Easy first card for salaried individuals.,0.0,0.0,2.0,0.0,2.0,100.0,0.02,200.0,0.0,0.0,0.0,0,general,0,0,0,0,0,0,0,0,0,0,0.0,0.005,2000.0,0.0,0.0,2000.0,50.0,0.005,0.0,0,0.0,-0.39164924831992637,-0.3847591583654301,-0.5238227350414963,-0.46521172652379716,-0.5926273045928272,-0.4522292566803073,-0.45139433555580655,-0.5524307616027284,-0.4674379541314951,-0.49794729611604754,-0.4522292566803072,-0.5524307616027285,-0.09983368891752412,0.5998851097102851,0,1,Entry_Level
ICICI Bank MakeMyTrip Signature Credit Card,ICICI,2000,2000,8.0,6.0,3.5,5.0,0.25,200000,0,MakeMyTrip,8% cashback on MakeMyTrip bookings. 4% on dining. 1.5% on other spends. 6 airport lounge visits. My Cash Points redeemable on MMT.,ICICI,8% cashback on MakeMyTrip bookings. 4% on dining. 1.5% on other spends. 6 airport lounge visits. My Cash Points redeemable on MMT.,2000.0,2000.0,5.0,200000.0,8.0,100.0,0.08,8.0,4.0,6.0,0.0,0,travel,0,0,0,0,1,0,0,0,0,1,4.0,0.02,8700.0,9600.0,0.0,18304.0,200.0,0.04576,7.0,0,0.10926573426573427,-0.14940006118770527,-0.14273645089069054,-0.24578326076101434,-0.4424845601610621,-0.5926273045928272,-0.4339707637529763,-0.43192059284204204,-0.5386948972909609,-0.4582742656207489,-0.49794729611604754,-0.4339707637529763,-0.538694897290961,-0.09909385215670641,0.5998851097102851,0,1,Entry_Level
PNB RuPay Select Credit Card,PNB,499,499,2.0,4.0,3.5,2.0,0.25,50000,0,Dining Grocery,2 reward points per Rs.100. 4 domestic lounge visits. Fuel surcharge waiver. Accepted on RuPay network domestically. Good PSU bank card.,PNB,2 reward points per Rs.100. 4 domestic lounge visits. Fuel surcharge waiver. Accepted on RuPay network domestically. Good PSU bank card.,499.0,499.0,2.0,50000.0,2.0,100.0,0.02,200.0,0.0,4.0,0.0,0,general,0,0,0,0,0,0,0,0,0,0,0.0,0.005,2000.0,5600.0,0.0,7600.0,50.0,0.019,4.0,0,0.06565789473684211,-0.33120807613043723,-0.3243744928504826,-0.5238227350414963,-0.46521172652379716,-0.5926273045928272,-0.4522292566803073,-0.45139433555580655,-0.5477128494249869,-0.462201560696783,-0.49794729611604754,-0.4522292566803072,-0.547712849424987,-0.09938912022917322,0.5998851097102851,0,1,Entry_Level
PNB Pride Rupay Select Credit Card,PNB,999,999,3.0,6.0,3.5,3.0,0.25,100000,0,Travel Dining,3 reward points per Rs.100. 6 airport lounge visits. 5X on travel and dining. Insurance benefits. Good government bank mid-tier card.,PNB,3 reward points per Rs.100. 6 airport lounge visits. 5X on travel and dining. Insurance benefits. Good government bank mid-tier card.,999.0,999.0,3.0,100000.0,3.0,100.0,0.03,300.0,0.0,6.0,0.0,0,travel,0,0,0,0,0,0,0,0,0,0,0.0,0.0075,3262.5,8400.0,0.0,11662.5,75.0,0.02915625,6.0,0,0.08565916398713827,-0.27064577934738193,-0.2638688159817977,-0.43114291028133567,-0.46142386546334135,-0.5926273045928272,-0.4491861745257521,-0.4477248429922054,-0.5442902568853306,-0.45958336397942695,-0.49794729611604754,-0.4491861745257521,-0.5442902568853307,-0.09925369191439712,0.5998851097102851,0,1,Entry_Level
Canara Bank RuPay Platinum Credit Card,CanaraBank,500,500,1.0,2.0,3.5,2.0,0.25,50000,0,,1 reward point per Rs.100. 2 domestic airport lounge visits. Fuel surcharge waiver. Accepted at all RuPay merchants. PSU bank entry-level card.,CanaraBank,1 reward point per Rs.100. 2 domestic airport lounge visits. Fuel surcharge waiver. Accepted at all RuPay merchants. PSU bank entry-level card.,500.0,500.0,2.0,50000.0,1.0,100.0,0.01,100.0,0.0,2.0,0.0,0,general,0,0,0,0,0,0,0,0,0,0,0.0,0.0025,1000.0,2800.0,0.0,3800.0,25.0,0.0095,2.0,0,0.13157894736842105,-0.3310869515368711,-0.3242534814967452,-0.5238227350414963,-0.46899958758425303,-0.5926273045928272,-0.45527233883486246,-0.454300864319055,-0.5509142898313114,-0.46481975741413906,-0.49794729611604754,-0.4552723388348624,-0.5509142898313115,-0.09894276970239206,0.5998851097102851,0,1,Entry_Level
Canara Bank Visa Gold Credit Card,CanaraBank,0,0,1.0,0.0,3.5,1.5,0.25,0,0,,Lifetime free Visa Gold card. 1 reward point per Rs.100. Basic entry-level card for Canara Bank account holders. Easy approval.,CanaraBank,Lifetime free Visa Gold card. 1 reward point per Rs.100. Basic entry-level card for Canara Bank account holders. Easy approval.,0.0,0.0,1.5,0.0,1.0,100.0,0.01,100.0,0.0,0.0,0.0,0,general,0,0,0,0,0,0,0,0,0,0,0.0,0.0025,1000.0,0.0,0.0,1000.0,25.0,0.0025,0.0,0,0.0,-0.39164924831992637,-0.3847591583654301,-0.5701626474215766,-0.46899958758425303,-0.5926273045928272,-0.45527233883486246,-0.454300864319055,-0.5532732459201822,-0.4674379541314951,-0.49794729611604754,-0.4552723388348624,-0.5532732459201823,-0.09983368891752412,0.5998851097102851,0,1,Entry_Level
Union Bank of India Visa Classic Credit Card,UnionBank,250,250,1.0,0.0,3.5,1.5,0.25,25000,0,,1 reward point per Rs.100. Low annual fee. Insurance coverage. Good starter card for Union Bank existing customers.,UnionBank,1 reward point per Rs.100. Low annual fee. Insurance coverage. Good starter card for Union Bank existing customers.,250.0,250.0,1.5,25000.0,1.0,100.0,0.01,100.0,0.0,0.0,0.0,0,general,0,0,0,0,0,0,0,0,0,0,0.0,0.0025,1000.0,0.0,0.0,1000.0,25.0,0.0025,0.0,0,0.25,-0.36136809992839874,-0.35450631993108767,-0.5701626474215766,-0.46899958758425303,-0.5926273045928272,-0.45527233883486246,-0.454300864319055,-0.5532732459201822,-0.4674379541314951,-0.49794729611604754,-0.4552723388348624,-0.5532732459201823,-0.0981409424087732,0.5998851097102851,0,1,Entry_Level
Union Bank RuPay Credit Card,UnionBank,0,0,1.0,0.0,3.5,1.5,0.25,0,0,,Zero fee RuPay credit card. 1 reward point per Rs.100. UPI-linked credit card on RuPay network. Best for UPI credit card usage.,UnionBank,Zero fee RuPay credit card. 1 reward point per Rs.100. UPI-linked credit card on RuPay network. Best for UPI credit card usage.,0.0,0.0,1.5,0.0,1.0,100.0,0.01,100.0,0.0,0.0,0.0,0,general,0,0,0,0,0,0,0,0,0,0,0.0,0.0025,1000.0,0.0,0.0,1000.0,25.0,0.0025,0.0,0,0.0,-0.39164924831992637,-0.3847591583654301,-0.5701626474215766,-0.46899958758425303,-0.5926273045928272,-0.45527233883486246,-0.454300864319055,-0.5532732459201822,-0.4674379541314951,-0.49794729611604754,-0.4552723388348624,-0.5532732459201823,-0.09983368891752412,0.5998851097102851,0,1,Entry_Level
Bank of Baroda Eterna Credit Card,BankOfBaroda,2499,2499,5.0,8.0,2.0,6.0,0.25,250000,2500,Travel Dining Lifestyle,5 reward points per Rs.100. 8 airport lounge visits. Low 2% forex markup. Best premium card from Bank of Baroda.,BankOfBaroda,5 reward points per Rs.100. 8 airport lounge visits. Low 2% forex markup. Best premium card from Bank of Baroda.,2499.0,2499.0,6.0,250000.0,5.0,100.0,0.05,500.0,2500.0,8.0,0.0,1,general,0,0,0,0,0,0,0,0,0,0,2500.0,0.0125,5000.0,11200.0,0.0,18700.0,125.0,0.04675,10.0,0,0.13363636363636364,-0.08895888899821609,-0.082351785375743,-0.15310343600085366,-0.4538481433424296,-0.5926273045928272,-0.44310001021664175,-0.44267474926606126,-0.5383612735012492,-0.4543469705447148,-0.49794729611604754,-0.44310001021664175,-0.5383612735012492,-0.09892883896557364,-0.9171797131934107,0,1,Entry_Level
Bank of Baroda Select Credit Card,BankOfBaroda,750,750,2.0,4.0,3.5,3.0,0.25,75000,0,Dining Grocery OTT,2 reward points per Rs.100. 4 airport lounge visits. 10X on select categories. Budget-friendly mid-tier PSU card.,BankOfBaroda,2 reward points per Rs.100. 4 airport lounge visits. 10X on select categories. Budget-friendly mid-tier PSU card.,750.0,750.0,3.0,75000.0,2.0,100.0,0.02,200.0,0.0,4.0,0.0,0,general,0,0,0,0,0,0,0,0,0,0,0.0,0.005,2000.0,5600.0,0.0,7600.0,50.0,0.019,4.0,0,0.09868421052631579,-0.30080580314534344,-0.29400064306240276,-0.43114291028133567,-0.46521172652379716,-0.5926273045928272,-0.4522292566803073,-0.45139433555580655,-0.5477128494249869,-0.462201560696783,-0.49794729611604754,-0.4522292566803072,-0.547712849424987,-0.09916549950617508,0.5998851097102851,0,1,Entry_Level
IDBI Bank Royale Signature Credit Card,IDBI,1500,1500,2.0,4.0,3.5,4.0,0.25,150000,0,Dining Travel,2 reward points per Rs.100. 4 airport lounge visits. Golf privileges. Dining offers. Travel insurance. Good mid-tier PSU premium card.,IDBI,2 reward points per Rs.100. 4 airport lounge visits. Golf privileges. Dining offers. Travel insurance. Good mid-tier PSU premium card.,1500.0,1500.0,4.0,150000.0,2.0,100.0,0.02,200.0,0.0,4.0,0.0,0,travel,0,0,0,0,0,0,0,0,0,0,0.0,0.005,2175.0,5600.0,0.0,7775.0,50.0,0.0194375,4.0,0,0.19292604501607716,-0.20996235797076054,-0.20324212775937542,-0.338463085521175,-0.46521172652379716,-0.5926273045928272,-0.4522292566803073,-0.4508856930222381,-0.5475654146694324,-0.462201560696783,-0.49794729611604754,-0.4522292566803072,-0.5475654146694325,-0.09852738936093176,0.5998851097102851,0,1,Entry_Level
IDBI Bank Euphoria World Credit Card,IDBI,500,500,2.0,2.0,3.5,2.5,0.25,50000,0,,2 reward points per Rs.100. 2 airport lounge visits per year. Fuel surcharge waiver. Easy eligibility for IDBI account holders.,IDBI,2 reward points per Rs.100. 2 airport lounge visits per year. Fuel surcharge waiver. Easy eligibility for IDBI account holders.,500.0,500.0,2.5,50000.0,2.0,100.0,0.02,200.0,0.0,2.0,0.0,0,general,0,0,0,0,0,0,0,0,0,0,0.0,0.005,2000.0,2800.0,0.0,4800.0,50.0,0.012,2.0,0,0.10416666666666667,-0.3310869515368711,-0.3242534814967452,-0.47748282266141595,-0.46521172652379716,-0.5926273045928272,-0.4522292566803073,-0.45139433555580655,-0.5500718055138576,-0.46481975741413906,-0.49794729611604754,-0.4522292566803072,-0.5500718055138577,-0.09912837787221124,0.5998851097102851,0,1,Entry_Level
Citi Rewards Credit Card,Citi,1000,1000,10.0,0.0,3.5,4.0,0.3,125000,0,Apparel stores Flipkart,"10 reward points per Rs.125 on apparel and departmental stores. 1X on all other categories. Points redeemable for flights, hotel, vouchers.",Citi,"10 reward points per Rs.125 on apparel and departmental stores. 1X on all other categories. Points redeemable for flights, hotel, vouchers.",1000.0,1000.0,4.0,125000.0,10.0,125.0,0.08,1000.0,0.0,0.0,0.0,0,travel,0,0,0,1,0,0,0,0,0,1,0.0,0.024,10440.0,1200.0,0.0,11640.0,240.0,0.0291,0.0,1,0.0859106529209622,-0.2705246547538158,-0.2637478046280603,-0.338463085521175,-0.4424845601610621,-0.4204108229162792,-0.429101832305688,-0.42686323279398974,-0.5443092127824734,-0.4674379541314951,0.5827042826889919,-0.429101832305688,-0.5443092127824735,-0.09925198908633824,0.5998851097102851,0,1,Entry_Level
Citi Cashback Credit Card,Citi,500,500,5.0,0.0,3.5,2.5,1.0,0,0,Movies Telephone Utility,"5% cashback on movie tickets, telephone bills, utility payments. 0.5% on all other spends. Auto-credited monthly. No redemption hassle.",Citi,"5% cashback on movie tickets, telephone bills, utility payments. 0.5% on all other spends. Auto-credited monthly. No redemption hassle.",500.0,500.0,2.5,0.0,5.0,100.0,0.05,5.0,0.5,0.0,0.0,0,cashback,0,0,0,0,0,0,0,0,0,0,0.5,0.05,20000.0,0.0,500.0,19500.5,500.0,0.04875125,0.0,0,0.02564036819568729,-0.3310869515368711,-0.3242534814967452,-0.47748282266141595,-0.4538481433424296,1.9906199205553938,-0.3974537778983144,-0.3990768178173347,-0.5376868648051274,-0.4674379541314951,-0.49794729611604754,-0.3974537778983143,-0.5376868648051274,-0.09966007834253877,0.5998851097102851,0,1,Entry_Level
Citi PremierMiles Credit Card,Citi,3000,3000,10.0,12.0,3.5,8.0,0.4,300000,10000,Airlines Hotels MakeMyTrip,10 PremierMiles per Rs.100 on flights. 4X on all else. Miles never expire. Transfer to 10+ airline programmes. 12 lounge visits. Best Citi travel card.,Citi,10 PremierMiles per Rs.100 on flights. 4X on all else. Miles never expire. Transfer to 10+ airline programmes. 12 lounge visits. Best Citi travel card.,3000.0,3000.0,8.0,300000.0,,,10.0,1000.0,10000.0,12.0,0.0,0,travel,0,0,0,0,1,0,0,0,0,1,10000.0,4.0,1740000.0,18000.0,0.0,1768000.0,40000.0,4.42,13.0,0,0.0016968325791855204,-0.028275467621594698,-0.021725097153320737,0.03225621351946765,3.3150736118111377,-0.0759778595631829,4.410616026298842,4.600152654969978,0.9353965430207624,-0.4504196754686807,-0.49794729611604754,4.410616026298842,0.9353965430207624,-0.09982219968782671,0.5998851097102851,0,1,Entry_Level
Standard Chartered Ultimate Credit Card,StandardChartered,5000,5000,5.0,2004.0,0.0,12.0,0.3,750000,10000,Priority Pass Travel Lifestyle,5 reward points per Rs.150. Zero forex markup. Unlimited Priority Pass lounge access. Golf privileges. 5 complimentary lounge visits per quarter.,StandardChartered,5 reward points per Rs.150. Zero forex markup. Unlimited Priority Pass lounge access. Golf privileges. 5 complimentary lounge visits per quarter.,5000.0,5000.0,12.0,750000.0,5.0,150.0,0.03333333333333333,500.0,10000.0,2000.0,4.0,1,general,0,0,0,0,0,0,0,0,0,0,10000.0,0.01,4000.0,2809200.0,5000.0,2818200.0,100.0,7.0455,2010.0,0,0.0017741821020509545,0.21397371951062644,0.22029761032141884,0.40297551256011027,-0.460161245109856,-0.4204108229162792,-0.4461430923711969,-0.4455812780293097,1.8201735732107907,2.163849746811344,-0.49794729611604754,-0.4461430923711969,1.8201735732107907,-0.09982167595528757,-2.9399328103983384,1,0,Premium
Standard Chartered Manhattan Cashback Card,StandardChartered,999,999,5.0,0.0,3.5,3.0,1.0,100000,0,Supermarkets Grocery,5% cashback at supermarkets. 3% on dining. 1% on all others. Maximum cashback Rs.500/month. Great grocery and dining cashback card.,StandardChartered,5% cashback at supermarkets. 3% on dining. 1% on all others. Maximum cashback Rs.500/month. Great grocery and dining cashback card.,999.0,999.0,3.0,100000.0,5.0,100.0,0.05,5.0,0.0,0.0,0.0,0,dining,0,0,0,0,0,0,0,0,0,0,0.0,0.05,21200.0,0.0,0.0,21200.0,500.0,0.053,0.0,0,0.04712264150943396,-0.27064577934738193,-0.2638688159817977,-0.43114291028133567,-0.4538481433424296,1.9906199205553938,-0.3974537778983144,-0.39558898330143655,-0.5362550627076146,-0.4674379541314951,-0.49794729611604754,-0.3974537778983143,-0.5362550627076147,-0.09951462216993126,0.5998851097102851,0,1,Entry_Level
IndusInd Bank Nexxt Credit Card,IndusInd,999,999,2.0,4.0,3.5,3.0,0.4,100000,0,All categories,"Interactive card with a button to switch between rewards, EMI, and cash on every transaction. 2 reward points per Rs.100. Unique fintech feature.",IndusInd,"Interactive card with a button to switch between rewards, EMI, and cash on every transaction. 2 reward points per Rs.100. Unique fintech feature.",999.0,999.0,3.0,100000.0,2.0,100.0,0.02,200.0,0.0,4.0,0.0,0,general,0,0,0,0,0,0,0,0,0,0,0.0,0.008,3200.0,5600.0,0.0,8800.0,80.0,0.022,4.0,0,0.11352272727272728,-0.27064577934738193,-0.2638688159817977,-0.43114291028133567,-0.46521172652379716,-0.0759778595631829,-0.44857755809484107,-0.4479065010399084,-0.5467018682440422,-0.462201560696783,-0.49794729611604754,-0.44857755809484107,-0.5467018682440423,-0.09906502811650496,0.5998851097102851,0,1,Entry_Level
IndusInd EazyDiner Credit Card,IndusInd,1999,1999,5.0,4.0,3.5,5.0,0.4,200000,0,EazyDiner Dining,25% off at EazyDiner partner restaurants. 5 reward points on dining. EazyDiner Prime membership complimentary. Best dining-focused card.,IndusInd,25% off at EazyDiner partner restaurants. 5 reward points on dining. EazyDiner Prime membership complimentary. Best dining-focused card.,1999.0,1999.0,5.0,200000.0,25.0,100.0,0.25,25.0,0.0,4.0,0.0,0,dining,0,0,0,0,0,0,0,0,1,1,0.0,0.1,42400.0,6800.0,0.0,49200.0,1000.0,0.123,4.0,1,0.040630081300813005,-0.14952118578127138,-0.14285746224442789,-0.24578326076101434,-0.37809092213331275,-0.0759778595631829,-0.33659213480721106,-0.33397057352056964,-0.5126655018189069,-0.462201560696783,0.5827042826889919,-0.33659213480721106,-0.5126655018189069,-0.09955858320443525,0.5998851097102851,0,1,Entry_Level
